,Albania,Andorra,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia & Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,F.Y.R. Macedonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Latvia,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Morocco,Norway,Poland,Portugal,Romania,Russia,San Marino,Serbia,Serbia & Montenegro,Slovakia,Slovenia,Spain,Sweden,Switzerland,The Netherlands,Turkey,Ukraine,United Kingdom,Yugoslavia
Israel,0.007966457023060796,0.006289308176100629,0.0025157232704402514,0.005031446540880503,0.030607966457023062,0.01090146750524109,0.009643605870020965,0.042767295597484274,0.012159329140461216,0.0041928721174004195,0.00880503144654088,0.024737945492662474,0.0016771488469601676,0.021383647798742137,0.007127882599580713,0.005870020964360587,0.05660377358490566,0.06624737945492662,0.004612159329140462,0.05157232704402516,0.015932914046121592,0.0067085953878406705,0.013417190775681341,0.03522012578616352,1.0,0.019056261343012703,0.012250453720508167,0.004990925589836661,0.01588021778584392,0.017241379310344827,0.008166969147005444,0.008620689655172414,0.0,0.0,0.036297640653357534,0.0,0.013611615245009074,0.04038112522686026,0.050816696914700546,0.0,0.002268602540834846,0.003176043557168784,0.0,0.005898366606170599,0.050816696914700546,0.06578947368421052,0.028130671506352088,0.04673321234119782,0.014972776769509982,0.038112522686025406,0.06261343012704174,0.029038112522686024
Italy,0.032458870609159626,0.0,0.006669630947087594,0.0035571365051133837,0.032458870609159626,0.004001778568252557,0.0017785682525566918,0.027567807914628723,0.005335704757670075,0.0,0.010226767452200978,0.035571365051133834,0.0031124944419742106,0.009782125389061804,0.007114273010226767,0.011116051578479324,0.057358826144953315,0.055135615829257446,0.010226767452200978,0.028901734104046242,0.035126722987994664,0.006224988883948421,0.013783903957314362,0.04090706980880391,0.018674966651845263,1.0,0.0028735632183908046,0.004310344827586207,0.029454022988505746,0.03017241379310345,0.017241379310344827,0.023706896551724137,0.0,0.005028735632183908,0.034482758620689655,0.007183908045977011,0.022270114942528736,0.017959770114942528,0.014367816091954023,0.0,0.008620689655172414,0.0,0.0,0.0028735632183908046,0.06824712643678162,0.04310344827586207,0.05028735632183908,0.03807471264367816,0.016522988505747127,0.02514367816091954,0.06752873563218391,0.01221264367816092
Latvia,0.0,0.013289036544850499,0.0022148394241417496,0.007751937984496124,0.021040974529346623,0.005537098560354375,0.012181616832779624,0.035437430786267994,0.005537098560354375,0.0,0.015503875968992248,0.009966777408637873,0.009966777408637873,0.03433001107419712,0.08416389811738649,0.014396456256921373,0.031007751937984496,0.019933554817275746,0.014396456256921373,0.03765227021040975,0.015503875968992248,0.015503875968992248,0.026578073089700997,0.06533776301218161,0.029900332225913623,0.004429678848283499,1.0,0.06321839080459771,0.0,0.03065134099616858,0.008620689655172414,0.0,0.0,0.0,0.06226053639846743,0.007662835249042145,0.017241379310344827,0.008620689655172414,0.13026819923371646,0.0,0.0028735632183908046,0.005747126436781609,0.0,0.009578544061302681,0.012452107279693486,0.07183908045977011,0.014367816091954023,0.014367816091954023,0.0019157088122605363,0.07950191570881227,0.02681992337164751,0.0
Lithuania,0.0,0.014234875444839857,0.0,0.012455516014234875,0.0017793594306049821,0.023131672597864767,0.05516014234875445,0.0071174377224199285,0.0035587188612099642,0.014234875444839857,0.017793594306049824,0.01601423487544484,0.005338078291814947,0.02491103202846975,0.051601423487544484,0.005338078291814947,0.02491103202846975,0.005338078291814947,0.05871886120996441,0.0035587188612099642,0.0071174377224199285,0.005338078291814947,0.019572953736654804,0.10142348754448399,0.019572953736654804,0.010676156583629894,0.11743772241992882,1.0,0.0,0.023946360153256706,0.01532567049808429,0.0,0.0,0.0,0.04885057471264368,0.027777777777777776,0.011494252873563218,0.004789272030651341,0.09961685823754789,0.0,0.009578544061302681,0.0019157088122605363,0.0,0.018199233716475097,0.011494252873563218,0.06226053639846743,0.009578544061302681,0.0210727969348659,0.007662835249042145,0.06513409961685823,0.0210727969348659,0.0
Luxembourg,0.0,0.0,0.0,0.0,0.05026737967914439,0.0,0.0,0.05668449197860963,0.0,0.0,0.0,0.034224598930481284,0.0,0.034224598930481284,0.0,0.0,0.058823529411764705,0.059893048128342244,0.0,0.044919786096256686,0.025668449197860963,0.0,0.009625668449197862,0.06951871657754011,0.0374331550802139,0.04385026737967915,0.0,0.0,1.0,0.024500907441016333,0.0,0.015426497277676952,0.0,0.0,0.029945553539019964,0.0,0.04627949183303085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060798548094373864,0.05353901996370236,0.07259528130671507,0.05535390199637023,0.017241379310344827,0.0,0.11161524500907441,0.021778584392014518
Malta,0.006369426751592357,0.004053271569195136,0.008106543138390272,0.0,0.02895193977996526,0.01563404748118124,0.011580775911986103,0.02605674580196873,0.026635784597568036,0.004053271569195136,0.04748118123914302,0.03242617255356109,0.003474232773595831,0.03590040532715692,0.023161551823972205,0.01447596988998263,0.018529241459177764,0.025477707006369428,0.0017371163867979154,0.034163288940359006,0.03937463810075275,0.017371163867979156,0.013896931094383324,0.05037637521713955,0.022003474232773594,0.024319629415170817,0.018529241459177764,0.01447596988998263,0.01563404748118124,1.0,0.0012315270935960591,0.0006157635467980296,0.0,0.0,0.02832512315270936,0.007389162561576354,0.008620689655172414,0.0332512315270936,0.037561576354679806,0.0,0.008620689655172414,0.003694581280788177,0.012315270935960592,0.009852216748768473,0.029556650246305417,0.06157635467980296,0.021551724137931036,0.02586206896551724,0.03879310344827586,0.02832512315270936,0.07881773399014778,0.0024630541871921183
Moldova,0.0,0.005449591280653951,0.017711171662125342,0.013623978201634877,0.013623978201634877,0.04223433242506812,0.047683923705722074,0.01226158038147139,0.005449591280653951,0.017711171662125342,0.006811989100817439,0.005449591280653951,0.004087193460490463,0.013623978201634877,0.008174386920980926,0.025885558583106268,0.006811989100817439,0.013623978201634877,0.01226158038147139,0.006811989100817439,0.03678474114441417,0.014986376021798364,0.010899182561307902,0.017711171662125342,0.02452316076294278,0.0326975476839237,0.01226158038147139,0.021798365122615803,0.0,0.0027247956403269754,1.0,0.0,0.0,0.0,0.027851458885941646,0.002652519893899204,0.009283819628647215,0.1816976127320955,0.1286472148541114,0.001326259946949602,0.011936339522546418,0.001326259946949602,0.0,0.0,0.017241379310344827,0.06631299734748011,0.0,0.0,0.001326259946949602,0.1220159151193634,0.006631299734748011,0.0
Monaco,0.0,0.0,0.0,0.0,0.04242424242424243,0.0,0.0,0.048484848484848485,0.0,0.0,0.0,0.0,0.0,0.04242424242424243,0.0,0.0,0.051515151515151514,0.02727272727272727,0.0,0.0696969696969697,0.048484848484848485,0.0,0.0,0.051515151515151514,0.05757575757575758,0.1,0.0,0.0,0.051515151515151514,0.0030303030303030303,0.0,1.0,0.0,0.0,0.01939655172413793,0.0,0.015086206896551725,0.008620689655172414,0.0,0.0,0.0,0.015086206896551725,0.0,0.0,0.03017241379310345,0.03017241379310345,0.05818965517241379,0.034482758620689655,0.023706896551724137,0.017241379310344827,0.09051724137931035,0.0
Montenegro,0.14814814814814814,0.0,0.24691358024691357,0.0,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19753086419753085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02681992337164751,0.009578544061302681,0.0,0.0210727969348659,0.07662835249042145,0.0,0.10344827586206896,0.0,0.0,0.038314176245210725,0.011494252873563218,0.0421455938697318,0.009578544061302681,0.0,0.007662835249042145,0.02490421455938697,0.0,0.0
Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08620689655172414,0.10344827586206896,0.1206896551724138,0.0,0.20689655172413793,0.0,0.13793103448275862,0.0
Norway,0.00600375234521576,0.004878048780487805,0.00975609756097561,0.00150093808630394,0.017636022514071294,0.005628517823639775,0.013133208255159476,0.04465290806754221,0.01200750469043152,0.001876172607879925,0.015384615384615385,0.02551594746716698,0.001125703564727955,0.04878048780487805,0.03189493433395872,0.00675422138836773,0.039399624765478425,0.02026266416510319,0.00825515947467167,0.043151969981238276,0.02176360225140713,0.01651031894934334,0.05028142589118199,0.04878048780487805,0.0300187617260788,0.01801125703564728,0.024390243902439025,0.019136960600375234,0.012382739212007506,0.01726078799249531,0.007879924953095686,0.003377110694183865,0.00525328330206379,0.00150093808630394,1.0,0.008620689655172414,0.019704433497536946,0.012725779967159278,0.01929392446633826,0.0,0.013136288998357963,0.0024630541871921183,0.0,0.0028735632183908046,0.023399014778325122,0.11535303776683087,0.0361247947454844,0.0332512315270936,0.020525451559934318,0.008210180623973728,0.048440065681444995,0.012725779967159278
Poland,0.0,0.0,0.0,0.003663003663003663,0.06227106227106227,0.018315018315018316,0.016483516483516484,0.009157509157509158,0.045787545787545784,0.01282051282051282,0.014652014652014652,0.01282051282051282,0.0018315018315018315,0.01098901098901099,0.0347985347985348,0.009157509157509158,0.014652014652014652,0.056776556776556776,0.0,0.10256410256410256,0.040293040293040296,0.038461538461538464,0.03296703296703297,0.03663003663003663,0.0,0.018315018315018316,0.014652014652014652,0.05311355311355311,0.0,0.02197802197802198,0.003663003663003663,0.0,0.009157509157509158,0.0,0.038461538461538464,1.0,0.011206896551724138,0.020689655172413793,0.03620689655172414,0.0,0.015517241379310345,0.004310344827586207,0.004310344827586207,0.014655172413793103,0.01810344827586207,0.05862068965517241,0.013793103448275862,0.027586206896551724,0.008620689655172414,0.08103448275862069,0.03362068965517241,0.0
Portugal,0.004402054292002935,0.01173881144534116,0.01173881144534116,0.005135730007336757,0.019809244314013204,0.00586940572267058,0.007336757153338224,0.027879677182685254,0.001467351430667645,0.0,0.014673514306676448,0.02127659574468085,0.013939838591342627,0.016874541452677916,0.008070432868672046,0.010271460014673514,0.02714600146735143,0.10858400586940573,0.00880410858400587,0.03888481291269259,0.0359501100513573,0.013939838591342627,0.03961848862802641,0.01760821716801174,0.022010271460014674,0.022743947175348497,0.013206162876008804,0.00880410858400587,0.03741746148202495,0.010271460014673514,0.005135730007336757,0.005135730007336757,0.0,0.0,0.03521643433602348,0.009537784299339692,1.0,0.02564102564102564,0.01989389920424403,0.0,0.004420866489832007,0.003094606542882405,0.0,0.005747126436781609,0.06763925729442971,0.052608311229000886,0.03757736516357206,0.02961980548187445,0.007073386383731211,0.02961980548187445,0.06896551724137931,0.004862953138815208
Romania,0.016051364365971106,0.016051364365971106,0.0040128410914927765,0.0,0.02247191011235955,0.02969502407704655,0.004815409309791332,0.025682182985553772,0.01043338683788122,0.016853932584269662,0.01043338683788122,0.04253611556982344,0.0,0.019261637239165328,0.0040128410914927765,0.03290529695024077,0.004815409309791332,0.027287319422150885,0.0,0.008025682182985553,0.04735152487961477,0.016051364365971106,0.014446227929373997,0.033707865168539325,0.07142857142857142,0.020064205457463884,0.0072231139646869984,0.0040128410914927765,0.0,0.04333868378812199,0.10995184590690209,0.0032102728731942215,0.00882825040128411,0.0,0.024879614767255216,0.019261637239165328,0.04654895666131621,1.0,0.06417624521072797,0.0,0.017241379310344827,0.013409961685823755,0.0,0.008620689655172414,0.03639846743295019,0.06130268199233716,0.008620689655172414,0.016283524904214558,0.06704980842911877,0.02586206896551724,0.019157088122605363,0.0
Russia,0.01233140655105973,0.005394990366088632,0.037379576107899805,0.0038535645472061657,0.016184971098265895,0.02581888246628131,0.05433526011560694,0.016184971098265895,0.008863198458574181,0.016184971098265895,0.025048169556840076,0.03468208092485549,0.011175337186897881,0.01348747591522158,0.0581888246628131,0.018497109826589597,0.023892100192678227,0.015028901734104046,0.016570327552986513,0.026204238921001925,0.03121387283236994,0.01464354527938343,0.018111753371868978,0.020809248554913295,0.04315992292870906,0.007707129094412331,0.05240847784200385,0.04007707129094412,0.0,0.023506743737957612,0.037379576107899805,0.0,0.015414258188824663,0.0,0.018111753371868978,0.016184971098265895,0.017341040462427744,0.02581888246628131,1.0,0.0,0.011206896551724138,0.013793103448275862,0.0,0.025,0.01810344827586207,0.03103448275862069,0.010344827586206896,0.014655172413793103,0.013793103448275862,0.07155172413793104,0.032758620689655175,0.0
San Marino,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.023706896551724137,0.0,0.0,0.0021551724137931034,0.0021551724137931034,0.05603448275862069,0.0,0.028017241379310345,0.01939655172413793,0.02586206896551724,0.06465517241379311,0.0
Serbia,0.014656144306651634,0.0,0.012401352874859075,0.005636978579481398,0.036076662908680945,0.002254791431792559,0.009019165727170236,0.013528748590755355,0.07215332581736189,0.030439684329199548,0.058624577226606536,0.018038331454340473,0.019165727170236752,0.006764374295377677,0.0,0.07215332581736189,0.018038331454340473,0.03720405862457723,0.006764374295377677,0.03494926719278467,0.019165727170236752,0.02593010146561443,0.013528748590755355,0.004509582863585118,0.005636978579481398,0.013528748590755355,0.0033821871476888386,0.011273957158962795,0.0,0.015783540022547914,0.010146561443066516,0.0,0.060879368658399095,0.0,0.036076662908680945,0.020293122886133032,0.011273957158962795,0.020293122886133032,0.014656144306651634,0.012401352874859075,1.0,0.0,0.0,0.034482758620689655,0.0,0.041379310344827586,0.008620689655172414,0.008620689655172414,0.005172413793103448,0.07586206896551724,0.017241379310344827,0.0
Serbia & Montenegro,0.0325,0.005,0.0,0.0,0.06,0.0,0.025,0.0075,0.055,0.01,0.06,0.05,0.0,0.0175,0.0025,0.05,0.025,0.04,0.0,0.0325,0.035,0.005,0.0175,0.0075,0.0175,0.0,0.015,0.005,0.0,0.015,0.0025,0.0175,0.0,0.0,0.015,0.0125,0.0175,0.035,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.028735632183908046,0.0,0.0,0.011494252873563218,0.06896551724137931,0.0,0.0
Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47619047619047616,0.0,0.0,0.0,0.0,0.0,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0024630541871921183,0.009852216748768473,0.06403940886699508,0.009852216748768473,0.014778325123152709,0.0,0.03201970443349754,0.04187192118226601,0.0
Slovenia,0.0,0.0,0.0,0.0,0.014388489208633094,0.00539568345323741,0.007194244604316547,0.007194244604316547,0.10971223021582734,0.0,0.11510791366906475,0.019784172661870502,0.0,0.012589928057553957,0.019784172661870502,0.048561151079136694,0.008992805755395683,0.025179856115107913,0.0,0.017985611510791366,0.02697841726618705,0.025179856115107913,0.023381294964028777,0.04316546762589928,0.023381294964028777,0.007194244604316547,0.017985611510791366,0.0341726618705036,0.0,0.02877697841726619,0.0,0.0,0.03597122302158273,0.0,0.012589928057553957,0.030575539568345324,0.023381294964028777,0.01618705035971223,0.052158273381294966,0.0017985611510791368,0.03597122302158273,0.0,0.0017985611510791368,1.0,0.014992503748125937,0.0712143928035982,0.014992503748125937,0.02848575712143928,0.011244377811094454,0.025487256371814093,0.035982008995502246,0.0
Spain,0.024509803921568627,0.026737967914438502,0.005793226381461676,0.0022281639928698753,0.030303030303030304,0.00089126559714795,0.00089126559714795,0.05392156862745098,0.013368983957219251,0.004010695187165776,0.016042780748663103,0.049910873440285206,0.0,0.013814616755793227,0.005793226381461676,0.0022281639928698753,0.035650623885918005,0.06105169340463458,0.00089126559714795,0.034759358288770054,0.06105169340463458,0.008021390374331552,0.011586452762923352,0.02094474153297683,0.049910873440285206,0.04233511586452763,0.005793226381461676,0.0053475935828877,0.029857397504456328,0.0213903743315508,0.005793226381461676,0.006238859180035651,0.00267379679144385,0.0022281639928698753,0.02540106951871658,0.009358288770053475,0.06818181818181818,0.01693404634581105,0.009358288770053475,0.000445632798573975,0.0,0.0,0.0017825311942959,0.008912655971479501,1.0,0.04611066559743384,0.014434643143544507,0.03608660785886127,0.021251002405773857,0.020048115477145148,0.05292702485966319,0.008821170809943865
Sweden,0.00899368011667477,0.004132231404958678,0.005590666018473505,0.004375303840544483,0.034759358288770054,0.003889158969372873,0.010938259601361206,0.034273213417598446,0.012639766650461837,0.002916869227029655,0.006076810889645114,0.022848808945065628,0.007049100631988332,0.06806028196402528,0.03597472046669908,0.008021390374331552,0.049829849295089934,0.02868254739912494,0.007778317938745746,0.0374331550802139,0.012153621779290228,0.013612056392805057,0.04205153135634419,0.038648517258142924,0.03524550315994166,0.014584346135148274,0.018230432668935342,0.015799708313077296,0.01434127369956247,0.024307243558580455,0.012153621779290228,0.003403014098201264,0.0053475935828877,0.0014584346135148275,0.06830335439961109,0.01652892561983471,0.028925619834710745,0.015556635877491492,0.008750607681088965,0.006319883325230919,0.00583373845405931,0.0012153621779290229,0.006319883325230919,0.023091881380651436,0.027953330092367525,1.0,0.020525451559934318,0.03489326765188834,0.022167487684729065,0.006568144499178982,0.05459770114942529,0.014367816091954023
Switzerland,0.0,0.0005574136008918618,0.002787068004459309,0.0,0.051839464882943144,0.0,0.005574136008918618,0.054626532887402456,0.002229654403567447,0.0,0.002787068004459309,0.027870680044593088,0.0,0.043478260869565216,0.006688963210702341,0.0,0.054626532887402456,0.04069119286510591,0.0005574136008918618,0.0451505016722408,0.033444816053511704,0.002229654403567447,0.027870680044593088,0.046822742474916385,0.03455964325529543,0.03901895206243032,0.008361204013377926,0.005574136008918618,0.044593088071348944,0.01950947603121516,0.0,0.015050167224080268,0.002787068004459309,0.0039018952062430325,0.04905239687848383,0.008918617614269788,0.04738015607580825,0.005016722408026756,0.006688963210702341,0.0,0.002787068004459309,0.0,0.002229654403567447,0.011148272017837236,0.020066889632107024,0.027870680044593088,1.0,0.04155614500442087,0.04597701149425287,0.0035366931918656055,0.0627763041556145,0.007957559681697613
The Netherlands,0.0019743336623889436,0.0,0.0019743336623889436,0.0034550839091806516,0.04491609081934847,0.0,0.0034550839091806516,0.052813425468904246,0.008884501480750246,0.005923000987166831,0.012339585389930898,0.01332675222112537,0.007403751233958539,0.032082922013820334,0.017769002961500493,0.006910167818361303,0.034550839091806514,0.04985192497532083,0.0004935834155972359,0.0508390918065153,0.028627838104639685,0.021224086870681145,0.024679170779861797,0.05478775913129319,0.0508390918065153,0.026159921026653505,0.007403751233958539,0.01085883514313919,0.030108588351431393,0.02073050345508391,0.0,0.007897334649555774,0.0,0.0,0.03998025666337611,0.01579466929911155,0.033070088845014806,0.00839091806515301,0.00839091806515301,0.006416584402764067,0.0024679170779861796,0.0,0.0029615004935834156,0.018756169792694965,0.044422507403751234,0.041954590325765054,0.04639684106614018,1.0,0.058355437665782495,0.010610079575596816,0.046861184792219276,0.011052166224580018
Turkey,0.03557114228456914,0.001503006012024048,0.002004008016032064,0.0,0.03006012024048096,0.02404809619238477,0.0045090180360721445,0.05410821643286573,0.04759519038076152,0.023046092184368736,0.02404809619238477,0.006012024048096192,0.000501002004008016,0.02905811623246493,0.006012024048096192,0.039579158316633264,0.020541082164328657,0.07565130260521043,0.01002004008016032,0.08517034068136273,0.018036072144288578,0.01002004008016032,0.010521042084168337,0.008016032064128256,0.016533066132264528,0.011523046092184368,0.001002004008016032,0.004008016032064128,0.009519038076152305,0.03156312625250501,0.000501002004008016,0.005511022044088177,0.002004008016032064,0.006012024048096192,0.025050100200400802,0.00501002004008016,0.008016032064128256,0.03507014028056112,0.008016032064128256,0.0045090180360721445,0.001503006012024048,0.001002004008016032,0.0,0.00751503006012024,0.02655310621242485,0.027054108216432865,0.052104208416833664,0.06613226452905811,1.0,0.01977687626774848,0.06389452332657201,0.04056795131845842
Ukraine,0.008385744234800839,0.01729559748427673,0.029350104821802937,0.0010482180293501049,0.007337526205450734,0.0440251572327044,0.053983228511530396,0.011530398322851153,0.016247379454926623,0.020440251572327043,0.02148846960167715,0.02358490566037736,0.01310272536687631,0.016247379454926623,0.03039832285115304,0.02148846960167715,0.0110062893081761,0.0041928721174004195,0.036163522012578615,0.009433962264150943,0.025157232704402517,0.013626834381551363,0.016771488469601678,0.01729559748427673,0.0440251572327044,0.018343815513626835,0.04350104821802935,0.03563941299790356,0.0,0.02410901467505241,0.04821802935010482,0.0041928721174004195,0.006813417190775681,0.0,0.010482180293501049,0.049266247379454925,0.03511530398322851,0.014150943396226415,0.04350104821802935,0.006289308176100629,0.023060796645702306,0.006289308176100629,0.006813417190775681,0.01781970649895178,0.02620545073375262,0.008385744234800839,0.0041928721174004195,0.012578616352201259,0.020440251572327043,1.0,0.011083743842364532,0.0
United Kingdom,0.008298755186721992,0.0017783046828689982,0.0038529934795494963,0.004742145820983995,0.04979253112033195,0.002074688796680498,0.0017783046828689982,0.04416123295791346,0.00978067575577949,0.005631298162418494,0.01896858328393598,0.025192649673977476,0.004445761707172495,0.04090100770598696,0.015708358032009484,0.008298755186721992,0.03141671606401897,0.04416123295791346,0.0017783046828689982,0.045050385299347954,0.025192649673977476,0.01066982809721399,0.013040901007705987,0.05898043864848844,0.04090100770598696,0.027860106698280974,0.008298755186721992,0.006520450503852994,0.036455245998814466,0.03793716656787196,0.0014819205690574985,0.012448132780082987,0.0,0.0023710729104919974,0.034973325429756966,0.011558980438648489,0.046235921754593956,0.005927682276229994,0.011262596324836989,0.00889152341434499,0.002963841138114997,0.0,0.005038529934795495,0.014226437462951986,0.03912270302311796,0.03941908713692946,0.04208654416123296,0.03141671606401897,0.03734439834024896,0.0026674570243034974,1.0,0.01884522854851644
Yugoslavia,0.0,0.0,0.0,0.0,0.03287671232876712,0.0,0.0,0.06164383561643835,0.0,0.0,0.0,0.08082191780821918,0.0,0.07123287671232877,0.0,0.0,0.04794520547945205,0.028767123287671233,0.0,0.021917808219178082,0.024657534246575342,0.0,0.06575342465753424,0.04657534246575343,0.08767123287671233,0.023287671232876714,0.0,0.0,0.03287671232876712,0.005479452054794521,0.0,0.0,0.0,0.0,0.04246575342465753,0.0,0.015068493150684932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030136986301369864,0.04794520547945205,0.024657534246575342,0.03424657534246575,0.1095890410958904,0.0,0.06438356164383562,1.0
